emp_no,first_name,last_name,title,birth_date,from_date,to_date
251485,Kwangho,Kroon,Engineer,1962-02-12,1985-04-10,9999-01-01
251503,Shimshon,Stifter,Engineer,1964-03-01,1985-04-21,9999-01-01
251522,Unal,Szilard,Senior Staff,1963-09-30,1987-06-21,9999-01-01
251531,Yoshinari,Erev,Senior Staff,1963-01-04,1985-12-20,9999-01-01
251599,Qiwen,Riesenhuber,Senior Staff,1962-08-14,1986-05-15,9999-01-01
251610,Aron,Mukaidono,Engineer,1963-11-08,1986-12-20,9999-01-01
251619,Charlene,Chinin,Senior Staff,1964-12-10,1986-06-18,9999-01-01
251626,Mircea,Thebaut,Senior Staff,1963-11-16,1985-03-05,9999-01-01
251657,Toney,Zlotek,Assistant Engineer,1963-12-28,1988-06-29,9999-01-01
251666,Rasikan,Mapelli,Engineer,1963-02-04,1987-01-22,9999-01-01
251689,Prodip,Snyers,Senior Staff,1963-09-03,1988-03-06,9999-01-01
251747,Anestis,Fadgyas,Senior Staff,1962-02-03,1985-10-20,9999-01-01
251756,Hugo,Fortenbacher,Engineer,1964-10-05,1988-08-18,9999-01-01
251773,Mokhtar,Morrey,Senior Staff,1962-10-16,1985-03-25,9999-01-01
251782,Somnath,Aamodt,Senior Staff,1963-08-05,1988-08-09,9999-01-01
251854,Khatoun,Vernadat,Engineer,1964-01-03,1987-08-08,9999-01-01
251876,Shao,Tsukune,Engineer,1963-01-31,1988-11-28,9999-01-01
251881,Irene,Sinicrope,Senior Staff,1963-08-13,1986-04-26,9999-01-01
251884,Toshimi,Otillio,Senior Engineer,1963-01-06,1988-03-25,9999-01-01
251920,Martial,Binkley,Senior Staff,1963-08-16,1988-11-28,9999-01-01
251945,Fumiyo,Pocchiola,Engineer,1962-07-12,1985-09-19,9999-01-01
251964,Xiaoheng,Baaz,Senior Staff,1964-07-06,1986-09-26,9999-01-01
251997,Youssef,Fargier,Engineer,1963-09-23,1985-12-28,9999-01-01
252019,Carrsten,Jullig,Senior Staff,1963-06-28,1985-09-11,9999-01-01
252028,Dines,Pintelas,Assistant Engineer,1964-01-06,1986-04-07,9999-01-01
252030,Parke,Rotem,Senior Engineer,1962-02-19,1987-11-14,9999-01-01
252057,Shigenori,Danley,Engineer,1962-11-13,1987-04-28,9999-01-01
252063,Lorien,Vieri,Engineer,1964-07-21,1987-05-02,9999-01-01
252095,Otilia,Impagliazzo,Senior Staff,1963-08-28,1988-07-13,9999-01-01
252109,Nagui,Mapelli,Engineer,1963-03-17,1987-06-08,9999-01-01
252157,Girolamo,Streit,Senior Engineer,1963-06-16,1986-02-07,9999-01-01
252158,Yuguang,Scharstein,Senior Staff,1963-01-14,1987-11-20,9999-01-01
252193,Christoper,Hoppenstand,Senior Staff,1964-05-22,1987-05-04,9999-01-01
252201,Shan,Itzfeldt,Senior Staff,1962-11-15,1987-06-04,9999-01-01
252211,Foong,Baaz,Senior Staff,1963-03-01,1988-08-07,9999-01-01
252225,Malu,Callaway,Senior Staff,1963-02-12,1987-01-29,9999-01-01
252238,Huican,Nyrup,Senior Staff,1964-10-20,1987-02-26,9999-01-01
252239,Yuqun,Malinowski,Engineer,1962-11-30,1987-01-28,9999-01-01
252244,Brigham,Tagansky,Engineer,1964-09-09,1985-07-21,9999-01-01
252264,Masami,Bondorf,Senior Staff,1963-04-18,1985-12-18,9999-01-01
252276,Arun,Impagliazzo,Engineer,1964-05-14,1986-07-25,9999-01-01
252280,Fox,Heuser,Senior Staff,1962-10-22,1985-05-23,9999-01-01
252336,Tzvetan,Murtagh,Senior Staff,1964-11-07,1987-11-08,9999-01-01
252365,Saniya,Koyama,Senior Engineer,1962-10-26,1988-07-27,9999-01-01
252367,Alagu,Roison,Senior Staff,1962-09-29,1988-05-06,9999-01-01
252383,Roselyn,Socorro,Assistant Engineer,1964-04-28,1987-05-28,9999-01-01
252390,Abdulah,Kopetz,Engineer,1962-06-13,1985-06-03,9999-01-01
252398,Trygve,Weiland,Senior Staff,1962-11-13,1986-02-27,9999-01-01
252413,Piyush,Kavraki,Senior Staff,1964-07-06,1985-09-10,9999-01-01
252444,Shahid,Akazan,Senior Staff,1963-04-29,1988-11-08,9999-01-01
252448,Rayond,Homond,Engineer,1962-03-13,1987-12-27,9999-01-01
252458,Uno,Luit,Engineer,1962-03-23,1985-06-01,9999-01-01
252468,Xuedong,Kinley,Technique Leader,1964-03-12,1987-06-14,9999-01-01
252480,Youjian,Bottner,Senior Staff,1962-08-15,1985-04-17,9999-01-01
252485,Ute,Spinelli,Engineer,1963-08-26,1986-07-24,9999-01-01
252505,Jaewon,Jahnichen,Engineer,1962-08-30,1987-11-07,9999-01-01
252525,Rosalyn,Karcich,Engineer,1963-02-24,1985-07-02,9999-01-01
252527,Shahab,Woycyznski,Engineer,1964-08-16,1985-09-10,9999-01-01
252535,Bartek,Cummings,Engineer,1962-02-09,1985-12-31,9999-01-01
252594,Cedric,Sethi,Senior Staff,1962-09-21,1985-09-26,9999-01-01
252606,Bangqing,Litzkow,Assistant Engineer,1963-08-24,1988-09-03,9999-01-01
252609,Masaru,Garnier,Senior Engineer,1963-08-31,1988-08-27,9999-01-01
252616,Radhia,Brookman,Senior Staff,1963-07-10,1985-09-07,9999-01-01
252713,Mohua,Lamba,Senior Staff,1963-08-08,1986-06-11,9999-01-01
252721,Sanjay,Pena,Engineer,1962-12-14,1988-09-06,9999-01-01
252725,Ewing,Iisaku,Senior Staff,1964-07-04,1986-11-04,9999-01-01
252738,Arun,Panangaden,Technique Leader,1964-07-17,1985-03-27,9999-01-01
252744,Adil,Reinhard,Engineer,1962-10-28,1988-01-30,9999-01-01
252759,Teunis,Engberts,Senior Staff,1962-04-07,1987-04-07,9999-01-01
252761,Luise,McAffer,Engineer,1962-12-22,1986-02-26,9999-01-01
252775,Achilleas,Ulupinar,Senior Staff,1963-07-03,1986-06-24,9999-01-01
252821,Baoqiu,Zobel,Senior Engineer,1964-11-15,1988-03-18,9999-01-01
252827,Kensyu,Stenning,Senior Staff,1964-10-27,1986-05-14,9999-01-01
252846,Bojan,Giarratana,Senior Staff,1964-06-11,1985-06-02,9999-01-01
252860,Valery,Perry,Engineer,1962-12-27,1986-11-23,9999-01-01
252873,Feiyu,Glinert,Senior Staff,1962-11-16,1986-12-05,9999-01-01
252892,Golgen,Makrucki,Engineer,1963-09-16,1986-10-01,9999-01-01
252902,Jordanka,Serna,Senior Engineer,1964-09-05,1986-07-14,9999-01-01
252916,Zhensheng,Rosis,Senior Staff,1962-03-29,1987-11-04,9999-01-01
252925,Isaac,Fandrianto,Technique Leader,1962-03-20,1987-09-28,9999-01-01
252958,Neelam,Wilharm,Senior Staff,1962-10-18,1987-04-26,9999-01-01
252981,Rajmohan,Servieres,Engineer,1963-07-04,1985-03-04,9999-01-01
252990,Kerryn,Brodal,Engineer,1963-09-15,1988-08-14,9999-01-01
253005,Hsiangchu,Apsitis,Technique Leader,1962-03-01,1986-01-17,9999-01-01
253021,Vitali,Bazzichi,Engineer,1962-09-26,1988-01-07,9999-01-01
253022,Elvia,Boreale,Senior Staff,1963-06-13,1985-04-05,9999-01-01
253033,Chinya,Ernst,Senior Staff,1963-08-15,1988-10-05,9999-01-01
253046,Volkmar,Rosiles,Senior Staff,1962-08-05,1985-02-15,9999-01-01
253061,Masako,Camurati,Senior Engineer,1962-02-24,1987-08-24,9999-01-01
253133,Duro,Weiland,Engineer,1964-09-14,1988-01-27,9999-01-01
253134,Sanjeeva,Aloia,Engineer,1962-01-22,1987-11-15,9999-01-01
253159,Khue,Janetzko,Senior Staff,1964-06-24,1986-05-05,9999-01-01
253162,Rosalyn,Luby,Engineer,1963-01-30,1986-01-29,9999-01-01
253171,Utpal,Rosiles,Engineer,1962-01-04,1986-09-12,9999-01-01
253177,Kazuhiko,Ramsey,Senior Engineer,1964-04-13,1987-05-13,9999-01-01
253180,Quingbo,Lieblein,Senior Staff,1963-02-09,1988-05-20,9999-01-01
253205,Samphel,Hemaspaandra,Technique Leader,1964-05-21,1986-09-15,9999-01-01
253311,Somnath,Nishimukai,Senior Engineer,1964-07-21,1986-09-19,9999-01-01
253314,Candido,Mikschl,Senior Engineer,1962-08-20,1985-02-08,9999-01-01
253384,Khosrow,Boissier,Senior Staff,1964-12-01,1987-05-16,9999-01-01
253387,Subhash,Eterovic,Engineer,1964-03-05,1988-01-03,9999-01-01
253404,King,Gerteisen,Senior Staff,1964-10-05,1988-03-19,9999-01-01
253426,Zhensheng,Ruther,Senior Staff,1963-05-28,1988-08-14,9999-01-01
253429,Takahira,Gimbel,Senior Staff,1964-02-20,1987-12-06,9999-01-01
253430,Zejun,Passafiume,Engineer,1962-08-25,1986-05-26,9999-01-01
253453,Shir,Massonet,Senior Staff,1962-12-02,1986-06-13,9999-01-01
253454,Jouko,Peron,Senior Staff,1962-12-15,1985-12-11,9999-01-01
253471,Mototsugu,Raczkowsky,Assistant Engineer,1963-02-28,1985-04-13,9999-01-01
253522,Shuky,Schieder,Engineer,1962-03-11,1988-04-23,9999-01-01
253527,Patricia,Remmele,Senior Staff,1964-07-11,1986-04-25,9999-01-01
253544,Hailing,Jenevein,Senior Staff,1964-10-17,1985-05-06,9999-01-01
253574,Sasan,Marciano,Engineer,1962-07-17,1987-10-31,9999-01-01
253586,Debatosh,Assaf,Engineer,1963-07-09,1987-01-23,9999-01-01
253611,Subhankar,Emmart,Engineer,1962-05-09,1987-06-06,9999-01-01
253618,Subhankar,Bennis,Engineer,1963-08-17,1985-08-16,9999-01-01
253662,Gilbert,Diderrich,Senior Staff,1963-05-06,1987-05-27,9999-01-01
253752,Fumitaka,Murillo,Senior Staff,1964-10-14,1986-11-14,9999-01-01
253768,Ulises,Bashian,Engineer,1962-09-24,1987-07-10,9999-01-01
253773,Martien,Ranon,Senior Staff,1963-04-17,1985-07-19,9999-01-01
253800,Gilbert,Heemskerk,Engineer,1962-11-17,1986-10-09,9999-01-01
253864,Achilleas,Greenaway,Engineer,1962-01-12,1988-01-08,9999-01-01
253870,Bokyung,Uhrig,Engineer,1963-02-13,1988-12-31,9999-01-01
253895,Shigehiro,Penz,Senior Staff,1964-02-25,1988-04-02,9999-01-01
253924,Alain,Frolund,Senior Engineer,1964-05-05,1988-11-04,9999-01-01
253931,Gina,Mattern,Senior Staff,1963-10-19,1986-09-17,9999-01-01
253936,Leszek,Haraldson,Engineer,1963-07-31,1986-03-18,9999-01-01
253966,Jungsoon,Pehl,Assistant Engineer,1963-04-10,1985-04-22,9999-01-01
254006,Irene,Yeung,Senior Staff,1962-11-06,1985-08-27,9999-01-01
254022,Noritoshi,Trachtenberg,Senior Staff,1962-04-14,1985-09-13,9999-01-01
254026,Utpal,Swiler,Engineer,1964-01-27,1985-03-24,9999-01-01
254073,Ekawit,Kandlur,Senior Staff,1963-08-13,1987-05-21,9999-01-01
254080,Xuedong,Varley,Senior Staff,1962-06-13,1985-03-23,9999-01-01
254098,Toshimitsu,Hoppenstand,Senior Staff,1963-07-23,1987-08-24,9999-01-01
254116,Aiman,Egerstedt,Senior Engineer,1963-02-23,1987-03-31,9999-01-01
254119,Eran,Michaels,Senior Staff,1963-09-03,1987-09-29,9999-01-01
254126,Vitali,Walston,Senior Staff,1963-03-21,1987-01-16,9999-01-01
254134,Matt,Range,Senior Engineer,1964-02-29,1987-11-07,9999-01-01
254143,Shen,Garigliano,Senior Staff,1963-11-02,1986-08-14,9999-01-01
254152,Sailaja,Gurbaxani,Senior Engineer,1964-11-28,1987-12-18,9999-01-01
254186,Subhankar,Syang,Senior Staff,1962-04-03,1986-12-26,9999-01-01
254210,Radhika,Orlowska,Engineer,1962-06-14,1986-07-06,9999-01-01
254244,Yolla,Tramer,Technique Leader,1963-05-29,1988-09-13,9999-01-01
254253,Khatoun,Chartres,Senior Staff,1962-08-21,1988-09-02,9999-01-01
254260,Kristof,Dehkordi,Engineer,1962-09-10,1987-10-25,9999-01-01
254275,Flemming,Ermel,Senior Staff,1964-12-19,1987-09-05,9999-01-01
254317,Toshiko,Gniady,Engineer,1964-11-14,1987-01-03,9999-01-01
254328,Georgy,Godskesen,Senior Staff,1962-10-30,1985-05-01,9999-01-01
254348,Uriel,Capobianchi,Senior Staff,1963-12-29,1987-12-04,9999-01-01
254375,Apostol,Kamble,Engineer,1963-10-04,1986-03-16,9999-01-01
254377,Mohamadou,Lanteri,Assistant Engineer,1963-11-16,1988-01-04,9999-01-01
254383,Hausi,Hutton,Senior Staff,1963-10-30,1985-04-23,9999-01-01
254387,Peer,Camurati,Senior Engineer,1962-11-29,1986-06-28,9999-01-01
254445,Leaf,Impagliazzo,Senior Staff,1962-07-18,1986-04-15,9999-01-01
254462,Indrajit,Carrere,Senior Staff,1963-01-12,1986-03-26,9999-01-01
254466,Honesty,Mukaidono,Senior Staff,1963-05-27,1986-08-08,9999-01-01
254523,Vasilis,Flasterstein,Senior Staff,1962-04-07,1987-01-19,9999-01-01
254545,Eckart,Ghemri,Senior Staff,1963-07-11,1985-06-04,9999-01-01
254594,Jiakeng,Takanami,Senior Staff,1964-08-06,1988-12-31,9999-01-01
254604,Shigehito,Takkinen,Senior Engineer,1962-11-25,1986-05-15,9999-01-01
254617,Danel,Hmelo,Engineer,1964-03-06,1987-02-13,9999-01-01
254620,Khun,Vuskovic,Technique Leader,1963-11-08,1985-02-24,9999-01-01
254631,Gen,Lorch,Technique Leader,1963-02-22,1985-09-15,9999-01-01
254693,Filipp,Zlotek,Senior Staff,1962-12-06,1986-01-12,9999-01-01
254704,Rafail,Leaver,Technique Leader,1963-11-22,1986-02-02,9999-01-01
254718,Bernd,Ladret,Senior Staff,1962-05-01,1987-08-26,9999-01-01
254744,Lubomir,Zhiwei,Senior Staff,1962-05-19,1986-11-05,9999-01-01
254754,Sanjay,Birke,Senior Staff,1962-08-30,1985-12-04,9999-01-01
254786,Hauke,Heusch,Senior Engineer,1962-01-28,1988-12-11,9999-01-01
254794,Woody,Ghalwash,Engineer,1964-12-25,1986-01-11,9999-01-01
254810,Feipei,Rotem,Senior Staff,1963-12-25,1988-01-11,9999-01-01
254859,Brigham,Porotnikoff,Technique Leader,1962-02-04,1986-09-29,9999-01-01
254896,Sasan,Schaad,Engineer,1964-10-07,1986-01-06,9999-01-01
254988,Mahendra,Champarnaud,Senior Staff,1964-02-22,1986-02-02,9999-01-01
254991,Bingning,Stanger,Engineer,1962-08-24,1987-06-23,9999-01-01
254998,Erzsebet,Yurov,Engineer,1962-07-03,1986-07-22,9999-01-01
255000,Jamaludin,Chartres,Senior Staff,1962-04-29,1988-06-04,9999-01-01
255022,Divier,Barriga,Senior Staff,1962-11-08,1985-10-22,9999-01-01
255039,Chuanti,Leaver,Senior Staff,1964-02-23,1988-08-08,9999-01-01
255042,Torsten,Schaar,Engineer,1962-12-08,1987-04-14,9999-01-01
255054,Paraskevi,Szemeredi,Senior Staff,1964-12-06,1988-12-05,9999-01-01
255064,Fumino,Heydon,Engineer,1962-10-10,1988-04-01,9999-01-01
255077,Torsten,Ginesta,Senior Staff,1963-05-27,1988-06-05,9999-01-01
255107,Tomokazu,Furudate,Senior Staff,1963-12-10,1987-04-27,9999-01-01
255112,Lubomir,Restivo,Engineer,1964-04-03,1986-02-14,9999-01-01
255121,Kensei,Rodier,Engineer,1964-09-29,1987-09-28,9999-01-01
255137,Alagu,Rajala,Senior Engineer,1963-06-04,1987-05-17,9999-01-01
255159,Elzbieta,Hiyoshi,Engineer,1962-03-25,1986-12-08,9999-01-01
255192,Eirik,Toyoshima,Technique Leader,1962-10-18,1987-09-15,9999-01-01
255194,Heejo,Diderrich,Senior Staff,1963-12-20,1985-11-20,9999-01-01
255224,Feiyu,Melter,Engineer,1963-04-10,1986-06-16,9999-01-01
255229,Rasikan,Benaini,Senior Staff,1963-07-10,1988-12-14,9999-01-01
255263,Chuanyi,Beutelspacher,Engineer,1962-07-10,1988-01-16,9999-01-01
255275,Frederique,Stille,Senior Staff,1962-09-08,1986-02-03,9999-01-01
255362,Babette,Shackell,Assistant Engineer,1964-12-12,1987-11-21,9999-01-01
255408,Ziyad,Schmiedel,Senior Engineer,1963-08-17,1988-12-13,9999-01-01
255459,Mokhtar,Szmurlo,Senior Engineer,1962-02-10,1985-03-26,9999-01-01
255465,Mohammad,Bahi,Senior Engineer,1964-02-15,1987-10-18,9999-01-01
255466,Huan,Roccetti,Senior Engineer,1965-01-18,1985-07-03,9999-01-01
255493,Karsten,Siepmann,Engineer,1962-01-31,1986-09-03,9999-01-01
255552,Sreekrishna,Rodite,Senior Engineer,1962-02-14,1987-05-03,9999-01-01
255593,Leah,Hanabata,Engineer,1962-07-25,1987-03-05,9999-01-01
255595,Lalit,Blokdijk,Engineer,1964-09-19,1988-06-11,9999-01-01
255616,Uzi,Rothe,Engineer,1962-09-20,1988-05-25,9999-01-01
255632,Yongqiao,Leaver,Technique Leader,1962-08-03,1986-02-12,9999-01-01
255656,Shounak,Rosti,Engineer,1964-01-16,1985-06-07,9999-01-01
255657,Oldrich,Cyre,Engineer,1965-01-20,1985-02-10,9999-01-01
255688,Beshir,Basagni,Engineer,1964-04-20,1985-10-04,9999-01-01
255744,Mayuri,Muntz,Senior Staff,1963-02-04,1987-09-20,9999-01-01
255809,Zengping,Nourani,Senior Staff,1963-01-11,1987-06-04,9999-01-01
255816,Ishfaq,Zlotek,Engineer,1964-11-28,1987-02-07,9999-01-01
255817,Henk,VanScheik,Engineer,1962-10-10,1986-04-25,9999-01-01
255833,Mart,Shackell,Senior Engineer,1962-04-13,1987-01-31,9999-01-01
255866,Gilbert,Redmiles,Assistant Engineer,1962-05-21,1986-08-29,9999-01-01
255868,Gro,Haraldson,Engineer,1963-07-16,1987-03-24,9999-01-01
255909,Sergi,Driscoll,Technique Leader,1962-01-26,1988-11-06,9999-01-01
255918,Toshimitsu,Lamparter,Senior Engineer,1963-02-12,1988-11-26,9999-01-01
255919,Rosalyn,Lunn,Engineer,1963-01-11,1985-12-24,9999-01-01
255940,Kamakshi,Matzov,Senior Staff,1963-02-08,1985-05-27,9999-01-01
255948,Jingling,Barreiro,Senior Staff,1962-01-30,1985-11-22,9999-01-01
256008,Tran,Eterovic,Senior Staff,1963-10-17,1985-08-05,9999-01-01
256015,Anneli,Zeleznik,Engineer,1964-05-17,1987-07-01,9999-01-01
256036,Mark,Spelt,Technique Leader,1963-03-26,1988-09-24,9999-01-01
256039,Adam,Foote,Assistant Engineer,1963-05-29,1985-09-25,9999-01-01
256047,Moriyoshi,Srimani,Senior Staff,1963-04-08,1985-03-05,9999-01-01
256063,Bilhanan,Smeets,Senior Staff,1963-05-05,1986-06-10,9999-01-01
256131,Hiroyasu,Beznosov,Technique Leader,1962-11-01,1985-04-19,9999-01-01
256132,Otilia,Cannane,Engineer,1964-11-05,1985-02-19,9999-01-01
256151,Monique,Cronan,Senior Staff,1963-10-28,1986-03-29,9999-01-01
256205,Poornachandra,Eiter,Senior Staff,1963-05-14,1985-10-15,9999-01-01
256215,Arlette,Georgatos,Senior Staff,1962-04-23,1985-04-19,9999-01-01
256225,Ramya,Msuda,Engineer,1964-09-10,1987-10-05,9999-01-01
256227,Moni,Papadias,Senior Staff,1963-11-13,1985-08-03,9999-01-01
256236,Spyrose,Piazza,Assistant Engineer,1962-07-15,1987-05-04,9999-01-01
256266,Ingmar,Cappelletti,Senior Staff,1962-04-21,1988-07-25,9999-01-01
256318,Odysseas,Comellas,Senior Staff,1962-09-08,1988-08-18,9999-01-01
256369,Constantine,Ruther,Engineer,1962-07-27,1987-01-10,9999-01-01
256385,Goetz,Candan,Senior Staff,1962-08-19,1987-08-21,9999-01-01
256390,Sastry,McDermid,Senior Staff,1962-09-25,1986-01-29,9999-01-01
256493,Shen,Eterovic,Engineer,1962-05-18,1985-08-04,9999-01-01
256513,Marke,Matzov,Senior Engineer,1964-11-06,1987-06-01,9999-01-01
256543,Miquel,Marchegay,Engineer,1963-05-31,1987-09-03,9999-01-01
256553,Adly,Delgrossi,Engineer,1964-10-30,1987-01-17,9999-01-01
256554,Fumitaka,Hiltgen,Engineer,1962-01-10,1985-02-04,9999-01-01
256569,Ulises,Hemaspaandra,Senior Engineer,1964-07-03,1988-08-05,9999-01-01
256603,Deborah,Cronau,Senior Staff,1964-10-07,1987-10-02,9999-01-01
256651,Oksana,Alameldin,Senior Engineer,1962-07-18,1987-06-19,9999-01-01
256668,Nadjib,Attimonelli,Engineer,1963-07-22,1987-08-23,9999-01-01
256690,Adas,Marrakchi,Engineer,1964-03-09,1985-06-19,9999-01-01
256745,Badri,Sifakis,Engineer,1964-04-25,1985-12-22,9999-01-01
256794,Leaf,Stanger,Engineer,1964-07-19,1986-08-14,9999-01-01
256819,Aamer,Redmiles,Senior Staff,1962-01-31,1986-04-09,9999-01-01
256829,Basim,Crelier,Senior Staff,1962-05-18,1985-10-27,9999-01-01
256850,Abdelkader,Atchley,Senior Staff,1963-11-19,1987-01-14,9999-01-01
256856,Hongzue,Barbanera,Senior Staff,1965-01-03,1987-06-17,9999-01-01
256885,Hyuncheol,Brendel,Engineer,1964-05-11,1986-10-10,9999-01-01
256899,Rosita,Verspoor,Senior Staff,1964-02-11,1988-12-12,9999-01-01
256904,Tru,Angot,Senior Staff,1962-01-25,1986-10-18,9999-01-01
256913,Khalid,Hutton,Senior Staff,1962-03-13,1987-04-14,9999-01-01
256973,Stein,Melski,Senior Engineer,1963-02-28,1987-05-03,9999-01-01
256982,Lijie,Baez,Senior Staff,1964-01-10,1988-06-18,9999-01-01
257035,Nikolaos,Laventhal,Senior Staff,1964-07-07,1985-03-04,9999-01-01
257076,Heekeun,Sigstam,Engineer,1963-05-20,1987-06-16,9999-01-01
257095,Bojan,Pintelas,Senior Staff,1962-02-09,1988-02-02,9999-01-01
257150,Gaetan,Pappas,Engineer,1964-06-13,1985-06-17,9999-01-01
257171,Ortrud,Rande,Senior Staff,1964-09-26,1986-02-03,9999-01-01
257188,Chikara,Luit,Engineer,1963-02-07,1985-03-25,9999-01-01
257208,Lucien,Kermarrec,Senior Staff,1964-12-02,1988-05-16,9999-01-01
257215,Shir,Schauser,Technique Leader,1964-10-04,1987-06-04,9999-01-01
257227,Turgut,Rotem,Senior Staff,1963-12-15,1985-06-05,9999-01-01
257236,Kazuhiko,Akazan,Engineer,1962-11-03,1988-03-14,9999-01-01
257239,Patricia,Showalter,Engineer,1962-08-04,1986-09-06,9999-01-01
257242,Gianluca,Ramsey,Engineer,1962-10-02,1986-10-12,9999-01-01
257246,Chaitali,Brobst,Senior Staff,1964-12-18,1985-11-18,9999-01-01
257252,Jayesh,Dymetman,Engineer,1964-06-18,1987-09-08,9999-01-01
257263,Oldrich,Besselaar,Engineer,1962-06-14,1988-06-24,9999-01-01
257279,Gao,Fetvedt,Engineer,1964-01-13,1986-09-24,9999-01-01
257286,Niteen,Schreiter,Engineer,1962-02-14,1985-11-24,9999-01-01
257331,Suvo,Skafidas,Senior Staff,1962-12-11,1988-01-14,9999-01-01
257378,Pascal,Bernatsky,Senior Staff,1965-01-06,1988-09-03,9999-01-01
257382,Ung,Akaboshi,Engineer,1962-08-23,1985-03-10,9999-01-01
257453,Udi,Erez,Senior Staff,1964-07-05,1986-12-05,9999-01-01
257463,Chaoyi,Perng,Engineer,1964-03-17,1988-06-04,9999-01-01
257469,Anyuan,Hanratty,Senior Staff,1965-01-22,1988-01-06,9999-01-01
257470,Dines,Auria,Senior Staff,1964-01-29,1988-04-21,9999-01-01
257477,Jacopo,Bashian,Senior Engineer,1962-08-09,1985-09-11,9999-01-01
257484,Shaowei,Nicolson,Senior Staff,1965-01-01,1986-12-07,9999-01-01
257491,Satyanarayana,Hagimont,Senior Staff,1962-06-23,1988-07-02,9999-01-01
257496,Oscal,Honiden,Engineer,1962-11-28,1986-06-27,9999-01-01
257521,Moie,Michaeli,Senior Staff,1964-09-15,1986-03-10,9999-01-01
257540,Dulce,Axelband,Senior Staff,1962-07-22,1988-09-26,9999-01-01
257547,Constantine,Naudin,Engineer,1964-12-18,1985-07-26,9999-01-01
257580,Saeed,Sullins,Assistant Engineer,1963-04-27,1988-01-01,9999-01-01
257592,Brendon,Hoppenstand,Engineer,1964-10-03,1988-12-11,9999-01-01
257619,Hideo,Brattka,Senior Staff,1964-01-06,1987-12-12,9999-01-01
257629,Christfried,Peck,Senior Staff,1962-10-09,1988-03-14,9999-01-01
257690,Fumiya,Capobianchi,Engineer,1964-01-06,1987-01-21,9999-01-01
257707,Armond,Yamaashi,Engineer,1962-08-22,1987-03-21,9999-01-01
257708,Shirish,Schmezko,Engineer,1963-11-18,1985-09-06,9999-01-01
257815,Ekawit,Yurek,Senior Engineer,1964-03-31,1987-04-27,9999-01-01
257827,Berto,Luders,Senior Engineer,1963-02-15,1987-06-20,9999-01-01
257837,Mari,Lampe,Senior Engineer,1964-08-10,1988-05-21,9999-01-01
257838,Aiman,Spell,Senior Staff,1963-06-04,1988-08-13,9999-01-01
257862,Xiahua,Saoudi,Technique Leader,1964-10-19,1985-11-24,9999-01-01
257889,Margareta,Hofting,Engineer,1962-11-29,1985-03-30,9999-01-01
257945,Kiyotoshi,Liesche,Senior Staff,1962-02-06,1985-11-17,9999-01-01
257958,Heeju,Minakawa,Senior Staff,1963-12-16,1985-11-07,9999-01-01
257962,Alassane,Parfitt,Engineer,1963-07-06,1987-09-06,9999-01-01
257967,Premal,Skogmar,Senior Staff,1963-05-29,1986-03-22,9999-01-01
257970,Katsuyuki,Ranst,Engineer,1962-12-21,1986-06-18,9999-01-01
257981,Sven,Middleton,Engineer,1962-07-17,1987-03-20,9999-01-01
258021,Guozhong,Tomescu,Senior Staff,1962-01-28,1988-02-16,9999-01-01
258024,Mark,Strooper,Senior Staff,1964-05-28,1986-01-26,9999-01-01
258055,Subhash,Steinauer,Engineer,1964-07-07,1986-04-30,9999-01-01
258073,Fatemeh,Muntz,Senior Staff,1963-10-06,1985-03-10,9999-01-01
258074,Huican,Suppi,Technique Leader,1964-12-22,1988-02-15,9999-01-01
258080,Malu,Perz,Technique Leader,1962-09-12,1986-10-07,9999-01-01
258220,Angus,Kroon,Senior Engineer,1962-12-10,1988-08-23,9999-01-01
258253,Zhongwei,Bernatsky,Senior Staff,1964-11-28,1986-02-23,9999-01-01
258281,Heon,Spataro,Senior Staff,1964-10-17,1986-04-05,9999-01-01
258304,Peer,Baca,Senior Staff,1962-05-28,1985-07-13,9999-01-01
258420,Arne,Geffroy,Senior Staff,1962-08-01,1986-09-07,9999-01-01
258422,Takahito,Motley,Senior Staff,1962-09-12,1987-12-16,9999-01-01
258442,Demos,Cichocki,Senior Engineer,1964-10-23,1986-08-30,9999-01-01
258443,Serap,Slaats,Engineer,1963-09-25,1988-08-07,9999-01-01
258460,Sarita,Murillo,Engineer,1963-07-04,1988-05-08,9999-01-01
258468,Danai,Demir,Engineer,1964-02-09,1987-02-21,9999-01-01
258478,Leif,Feinberg,Senior Staff,1962-05-19,1985-11-28,9999-01-01
258499,Jouko,Fandrianto,Senior Staff,1962-12-09,1987-08-21,9999-01-01
258528,Venkatesan,Sherertz,Senior Staff,1964-01-02,1988-06-18,9999-01-01
258536,Suebskul,Baby,Senior Staff,1963-03-29,1987-05-22,9999-01-01
258544,Demos,Bahi,Senior Engineer,1963-11-08,1986-10-05,9999-01-01
258561,Souichi,Esposito,Senior Staff,1963-12-30,1986-10-23,9999-01-01
258590,Mariusz,Warwick,Engineer,1964-04-26,1985-04-23,9999-01-01
258615,Nechama,Pintelas,Engineer,1963-07-03,1985-11-09,9999-01-01
258664,Kagan,Stroustrup,Senior Staff,1963-12-07,1987-05-05,9999-01-01
258677,Shiv,Chaudhuri,Engineer,1964-04-30,1986-03-17,9999-01-01
258689,Vishv,Rebaine,Engineer,1963-07-03,1986-08-26,9999-01-01
